"measurements" "activity.name" "subject" "mean.value"
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 11 -0.0139522134659574
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 12 0.0123418553803279
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 13 -0.0235598900684211
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 14 0.017584753905
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 15 0.0222929098130189
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 16 0.0410077142538462
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 17 0.00301967217179487
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 18 0.000636839232876713
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 19 0.00551845562821918
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 20 0.00600846000123288
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 21 -0.023120938352809
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 22 0.0194333314460317
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 23 0.0156168896279412
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 24 0.0208373898065217
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 25 0.0127270486594595
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 26 0.0272384216905405
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 27 0.03469933958
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 28 0.0150505403316456
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 29 0.0217420439907692
"angle.tBodyAccJerkMean..gravityMean." "STANDING" 30 0.00416689158813559
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 1 -0.00793037848421052
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 2 0.0534005800847458
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 3 -0.0763020648793103
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 4 0.00092110448333333
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 5 -0.0117215775714286
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 6 0.00559532819298245
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 7 -0.00538084219298246
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 8 -0.0331417690625
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 9 0.0623476589538462
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 10 -0.0428316086415094
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 11 -0.0436671078627119
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 12 0.0160849354
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 13 0.011902906
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 14 0.00846107225254238
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 15 -0.0788266042777778
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 16 0.0100011474509804
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 17 -0.00860624890163935
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 18 0.0230035141785714
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 19 0.00980404751923077
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 20 0.0302966773176471
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 21 -0.01283037275
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 22 0.0411484050869565
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 23 -0.0766106376715254
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 24 -0.102713928482759
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 25 0.0971389151824324
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 26 -0.00473099461016949
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 27 0.0248390150824561
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 28 -0.0430248398888889
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 29 -0.0579199534415094
"angle.tBodyAccJerkMean..gravityMean." "WALKING" 30 -0.0152830439430769
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 1 0.0899316865510204
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 2 -0.00637550521276596
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 3 -0.0108494994238776
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 4 -0.0525297218666667
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 5 -0.0414008516170213
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 6 -0.0358369679166667
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 7 -0.0307260213404255
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 8 -0.119465358184211
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 9 -0.0921238957047619
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 10 -0.03416183895
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 11 0.0251428884217391
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 12 0.0328773766739131
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 13 0.0220198444893617
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 14 0.106421773333333
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 15 0.0167093419811905
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 16 -0.0449862704468085
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 17 -0.120553975717391
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 18 -0.0321249909363636
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 19 0.0187805524358974
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 20 0.0429476564444444
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 21 -0.0416673577777778
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 22 -0.0517115658333333
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 23 -0.0309622597407407
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 24 0.00706070274545454
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 25 -0.0854018992413793
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 26 -0.0461740932
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 27 0.000934885772727272
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 28 -0.049665982673913
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 29 0.0681507695833333
"angle.tBodyAccJerkMean..gravityMean." "WALKING_DOWNSTAIRS" 30 -0.0615355431774194
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 1 -0.0610838413018868
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 2 -0.00775466904166667
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 3 0.115176801183051
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 4 -0.00506236538461539
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 5 -0.0772287023617021
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 6 0.00321117401960784
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 7 0.0140026345745098
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 8 -0.0979335780731707
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 9 0.00188403497959184
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 10 -0.00753000246808511
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 11 -0.0632903681592593
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 12 0.0388568273076923
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 13 0.0436485618036364
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 14 -0.00915395983333333
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 15 -0.0221758428125
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 16 0.0808783829
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 17 0.0683932524979167
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 18 0.0709435610091379
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 19 0.00585621357499999
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 20 -0.0550380312745098
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 21 -0.0664956520638298
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 22 -0.0592812958095238
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 23 0.0332454765882353
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 24 -0.00932266703898305
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 25 0.0261519510461538
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 26 0.0466143060363636
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 27 0.0173688089411765
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 28 0.050281174772549
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 29 -0.0594013960816327
"angle.tBodyAccJerkMean..gravityMean." "WALKING_UPSTAIRS" 30 0.0868940141184615
"angle.tBodyAccMean.gravity." "LAYING" 1 0.0213659655642
"angle.tBodyAccMean.gravity." "LAYING" 2 0.005791809625
"angle.tBodyAccMean.gravity." "LAYING" 3 0.0178959376270161
"angle.tBodyAccMean.gravity." "LAYING" 4 -0.00235775253703703
"angle.tBodyAccMean.gravity." "LAYING" 5 0.0212091926730769
"angle.tBodyAccMean.gravity." "LAYING" 6 0.0049894390845614
"angle.tBodyAccMean.gravity." "LAYING" 7 0.0364477050365385
"angle.tBodyAccMean.gravity." "LAYING" 8 -0.0244904310703704
"angle.tBodyAccMean.gravity." "LAYING" 9 0.000991077232
"angle.tBodyAccMean.gravity." "LAYING" 10 -0.0238729803927759
"angle.tBodyAccMean.gravity." "LAYING" 11 0.00275033849298246
"angle.tBodyAccMean.gravity." "LAYING" 12 0.0042722982335
"angle.tBodyAccMean.gravity." "LAYING" 13 -0.000126342648387096
"angle.tBodyAccMean.gravity." "LAYING" 14 0.017729670654902
"angle.tBodyAccMean.gravity." "LAYING" 15 0.00415722316152778
"angle.tBodyAccMean.gravity." "LAYING" 16 0.0539272789731429
"angle.tBodyAccMean.gravity." "LAYING" 17 0.00777276090309859
"angle.tBodyAccMean.gravity." "LAYING" 18 0.00780201507692308
"angle.tBodyAccMean.gravity." "LAYING" 19 -0.0211074851851807
"angle.tBodyAccMean.gravity." "LAYING" 20 0.00103809244558823
"angle.tBodyAccMean.gravity." "LAYING" 21 7.52968693333333e-05
"angle.tBodyAccMean.gravity." "LAYING" 22 0.0276393547430556
"angle.tBodyAccMean.gravity." "LAYING" 23 0.0157281639125
"angle.tBodyAccMean.gravity." "LAYING" 24 0.0169966002519444
"angle.tBodyAccMean.gravity." "LAYING" 25 0.0683084738424658
"angle.tBodyAccMean.gravity." "LAYING" 26 -4.19627976315778e-05
"angle.tBodyAccMean.gravity." "LAYING" 27 0.0216426473783784
"angle.tBodyAccMean.gravity." "LAYING" 28 0.03881748636
"angle.tBodyAccMean.gravity." "LAYING" 29 -0.0125185704144928
"angle.tBodyAccMean.gravity." "LAYING" 30 -0.0106131241642857
"angle.tBodyAccMean.gravity." "SITTING" 1 0.0274415479191489
"angle.tBodyAccMean.gravity." "SITTING" 2 0.0395284311165435
"angle.tBodyAccMean.gravity." "SITTING" 3 0.0327172863134615
"angle.tBodyAccMean.gravity." "SITTING" 4 -0.010753474716
"angle.tBodyAccMean.gravity." "SITTING" 5 0.0287036466522727
"angle.tBodyAccMean.gravity." "SITTING" 6 0.00232762371945455
"angle.tBodyAccMean.gravity." "SITTING" 7 0.01363659838625
"angle.tBodyAccMean.gravity." "SITTING" 8 0.0119896311543478
"angle.tBodyAccMean.gravity." "SITTING" 9 0.0213074293
"angle.tBodyAccMean.gravity." "SITTING" 10 -0.000753881064814814
"angle.tBodyAccMean.gravity." "SITTING" 11 -0.0117860105754717
"angle.tBodyAccMean.gravity." "SITTING" 12 0.0156315910333137
"angle.tBodyAccMean.gravity." "SITTING" 13 -0.0313853361489796
"angle.tBodyAccMean.gravity." "SITTING" 14 0.0276023255666667
"angle.tBodyAccMean.gravity." "SITTING" 15 0.00128044672722034
"angle.tBodyAccMean.gravity." "SITTING" 16 0.0179629102608696
"angle.tBodyAccMean.gravity." "SITTING" 17 -0.0091761503225
"angle.tBodyAccMean.gravity." "SITTING" 18 0.0146348425982456
"angle.tBodyAccMean.gravity." "SITTING" 19 0.0358415172794521
"angle.tBodyAccMean.gravity." "SITTING" 20 0.0295022701836364
"angle.tBodyAccMean.gravity." "SITTING" 21 0.0424169609831765
"angle.tBodyAccMean.gravity." "SITTING" 22 -0.00310506776290323
"angle.tBodyAccMean.gravity." "SITTING" 23 0.0115616352485294
"angle.tBodyAccMean.gravity." "SITTING" 24 0.0205587512469118
"angle.tBodyAccMean.gravity." "SITTING" 25 0.00795462410923077
"angle.tBodyAccMean.gravity." "SITTING" 26 -0.00026885276025641
"angle.tBodyAccMean.gravity." "SITTING" 27 -0.000321402391857144
"angle.tBodyAccMean.gravity." "SITTING" 28 0.0123677880686111
"angle.tBodyAccMean.gravity." "SITTING" 29 0.0203556366216667
"angle.tBodyAccMean.gravity." "SITTING" 30 -0.0151925479935484
"angle.tBodyAccMean.gravity." "STANDING" 1 -0.000222340747169812
"angle.tBodyAccMean.gravity." "STANDING" 2 -0.013681915312963
"angle.tBodyAccMean.gravity." "STANDING" 3 0.00772770563770492
"angle.tBodyAccMean.gravity." "STANDING" 4 0.0147312363133929
"angle.tBodyAccMean.gravity." "STANDING" 5 -0.00860856932142857
"angle.tBodyAccMean.gravity." "STANDING" 6 0.0123494545684211
"angle.tBodyAccMean.gravity." "STANDING" 7 0.0102468976660377
"angle.tBodyAccMean.gravity." "STANDING" 8 0.0258949006127778
"angle.tBodyAccMean.gravity." "STANDING" 9 0.0116017230222222
"angle.tBodyAccMean.gravity." "STANDING" 10 -0.0137904686068182
"angle.tBodyAccMean.gravity." "STANDING" 11 -0.00231669177765958
"angle.tBodyAccMean.gravity." "STANDING" 12 0.00891991761311475
"angle.tBodyAccMean.gravity." "STANDING" 13 0.0144234182722807
"angle.tBodyAccMean.gravity." "STANDING" 14 0.00742967239083333
"angle.tBodyAccMean.gravity." "STANDING" 15 -0.00231995023396226
"angle.tBodyAccMean.gravity." "STANDING" 16 0.00591798000538462
"angle.tBodyAccMean.gravity." "STANDING" 17 0.0151142472629487
"angle.tBodyAccMean.gravity." "STANDING" 18 0.00991716683630137
"angle.tBodyAccMean.gravity." "STANDING" 19 0.0134942698739726
"angle.tBodyAccMean.gravity." "STANDING" 20 0.0146216248869863
"angle.tBodyAccMean.gravity." "STANDING" 21 0.0169999900124719
"angle.tBodyAccMean.gravity." "STANDING" 22 0.00462641322539682
"angle.tBodyAccMean.gravity." "STANDING" 23 0.0118790023266176
"angle.tBodyAccMean.gravity." "STANDING" 24 0.01294374399
"angle.tBodyAccMean.gravity." "STANDING" 25 -0.00609315455810811
"angle.tBodyAccMean.gravity." "STANDING" 26 -0.00521489950959459
"angle.tBodyAccMean.gravity." "STANDING" 27 0.01721205718025
"angle.tBodyAccMean.gravity." "STANDING" 28 0.00760995031037975
"angle.tBodyAccMean.gravity." "STANDING" 29 -0.0148216215286154
"angle.tBodyAccMean.gravity." "STANDING" 30 0.0172814371937288
"angle.tBodyAccMean.gravity." "WALKING" 1 0.0604537474147368
"angle.tBodyAccMean.gravity." "WALKING" 2 -0.0301017378813559
"angle.tBodyAccMean.gravity." "WALKING" 3 0.0527502832051724
"angle.tBodyAccMean.gravity." "WALKING" 4 -0.0120097781333333
"angle.tBodyAccMean.gravity." "WALKING" 5 -0.0322868203928571
"angle.tBodyAccMean.gravity." "WALKING" 6 -0.0680347059298246
"angle.tBodyAccMean.gravity." "WALKING" 7 -0.0236143875614035
"angle.tBodyAccMean.gravity." "WALKING" 8 0.0738615334791667
"angle.tBodyAccMean.gravity." "WALKING" 9 -0.0259657901346154
"angle.tBodyAccMean.gravity." "WALKING" 10 -0.0198411322830189
"angle.tBodyAccMean.gravity." "WALKING" 11 0.0619381137627119
"angle.tBodyAccMean.gravity." "WALKING" 12 0.044980068738
"angle.tBodyAccMean.gravity." "WALKING" 13 0.0124904895157895
"angle.tBodyAccMean.gravity." "WALKING" 14 0.0594629443644068
"angle.tBodyAccMean.gravity." "WALKING" 15 0.0113831357222222
"angle.tBodyAccMean.gravity." "WALKING" 16 0.014808426
"angle.tBodyAccMean.gravity." "WALKING" 17 0.0631849965737705
"angle.tBodyAccMean.gravity." "WALKING" 18 0.0392682820178571
"angle.tBodyAccMean.gravity." "WALKING" 19 -0.0347371576365385
"angle.tBodyAccMean.gravity." "WALKING" 20 -0.00401248347058823
"angle.tBodyAccMean.gravity." "WALKING" 21 -0.00341850440384616
"angle.tBodyAccMean.gravity." "WALKING" 22 -0.00700273821739131
"angle.tBodyAccMean.gravity." "WALKING" 23 0.0304546177791525
"angle.tBodyAccMean.gravity." "WALKING" 24 -0.00303003688275862
"angle.tBodyAccMean.gravity." "WALKING" 25 -0.0313601189563514
"angle.tBodyAccMean.gravity." "WALKING" 26 0.0467814119830509
"angle.tBodyAccMean.gravity." "WALKING" 27 0.0125394930526316
"angle.tBodyAccMean.gravity." "WALKING" 28 0.00631194320370369
"angle.tBodyAccMean.gravity." "WALKING" 29 0.0693133134301887
"angle.tBodyAccMean.gravity." "WALKING" 30 0.0530152821107692
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 1 -0.00269512515918367
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 2 -0.0243291092914894
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 3 -0.0475794238163265
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 4 0.000633759377777773
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 5 -0.0397384617021277
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 6 -0.0453085168958333
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 7 -0.0386153597021277
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 8 -0.0143680611052632
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 9 -0.112277655214286
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 10 -0.0333449637368421
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 11 -0.0465072536521739
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 12 -0.0265533425217391
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 13 -0.0477491987
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 14 0.00354991522222222
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 15 0.0334675068309524
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 16 -0.163042575021277
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 17 -0.0617784494130435
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 18 -0.0270513275454545
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 19 5.44181692307714e-05
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 20 -0.0553990875311111
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 21 0.0325317716666667
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 22 -0.0477293001888889
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 23 -0.0787097195925926
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 24 -0.0563071787363636
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 25 -0.0710775796206897
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 26 0.076784770398
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 27 -0.109720268022727
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 28 -0.13313541226087
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 29 -0.0602061182708333
"angle.tBodyAccMean.gravity." "WALKING_DOWNSTAIRS" 30 0.00656996201435484
"angle.tBodyAccMean.gravity." "WALKING_UPSTAIRS" 1 0.0960860761792453
"angle.tBodyAccMean.gravity." "WALKING_UPSTAIRS" 2 0.0946511080666667
"angle.tBodyAccMean.gravity." "WALKING_UPSTAIRS" 3 0.0134885571016949
"angle.tBodyAccMean.gravity." "WALKING_UPSTAIRS" 4 0.0592051541692308
"angle.tBodyAccMean.gravity." "WALKING_UPSTAIRS" 5 -0.0204224405851064
"angle.tBodyAccMean.gravity." "WALKING_UPSTAIRS" 6 0.00864138094705883
"angle.tBodyAccMean.gravity." "WALKING_UPSTAIRS" 7 0.0175799693921569
"angle.tBodyAccMean.gravity." "WALKING_UPSTAIRS" 8 0.0767267882926829
"angle.tBodyAccMean.gravity." "WALKING_UPSTAIRS" 9 0.129153963587755
"angle.tBodyAccMean.gravity." "WALKING_UPSTAIRS" 10 0.110293662446809
"angle.tBodyAccMean.gravity." "WALKING_UPSTAIRS" 11 -0.0168575571111111
